RowNumber;Surname;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited
766;Beluchi;710;Spain;Female;27;2;135277,96;1;1;0;142200,15;No
767;Williamson;700;France;Female;82;2;0;2;0;1;182055,36;No
768;Bobrov;720;Germany;Male;60;9;115920,62;2;0;0;157552,08;Yes
769;Kerr;684;Spain;Male;41;2;119782,72;2;0;0;120284,67;No
770;McKenzie;531;France;Female;63;1;114715,71;1;0;1;24506,95;Yes
771;Pitts;742;Germany;Female;36;2;129748,54;2;0;0;47271,61;Yes
772;Standish;717;France;Male;31;4;129722,57;1;0;0;41176,6;No
773;Cartwright;589;France;Male;32;2;0;2;0;1;9468,64;No
774;Johnstone;767;France;Male;36;3;139180,2;1;0;0;123880,19;No
775;Nikitina;636;Germany;Male;49;6;113599,74;2;1;0;158887,09;Yes
776;McElroy;648;France;Male;33;7;134944;1;1;1;117036,38;No
777;Shen;622;Germany;Female;58;7;116922,25;1;1;0;120415,61;Yes
778;Archer;692;Spain;Male;28;9;118945,09;1;0;0;16064,25;Yes
779;Otutodilinna;754;France;Male;28;8;0;2;1;1;52615,62;No
780;Shih;679;Spain;Female;35;8;119182,73;1;0;0;121210,09;No
781;Denisov;639;France;Male;27;8;0;2;1;0;192247,35;No
782;Owens;774;France;Female;28;1;71264,02;2;0;1;68759,57;No
783;P'eng;517;France;Male;41;2;0;2;0;1;75937,47;No
784;Verco;571;France;Female;35;8;0;2;0;0;84569,13;No
785;Bergamaschi;747;Germany;Male;58;7;116313,57;1;1;1;190696,35;Yes
786;Lorenzo;792;Spain;Male;36;5;92140,15;1;0;1;67468,67;No
787;Outtrim;688;France;Male;26;1;0;2;1;1;104435,94;No
788;Hou;714;Germany;Male;42;2;177640,09;1;0;1;47166,55;No
789;Galkin;562;Spain;Female;35;;0;2;1;0;119899,52;No
790;Pagnotto;704;Spain;Male;48;8;167997,6;1;1;1;173498,45;No
791;Echezonachukwu;698;France;Male;36;2;82275,35;2;1;1;93249,26;No
792;Young;611;France;Male;49;3;0;2;1;1;142917,54;No
793;Summers;850;Germany;Female;48;6;111962,99;1;1;0;111755,8;No
794;Munro;743;Germany;Female;34;1;131736,88;1;1;1;108543,21;No
795;Brennan;654;France;Male;29;1;0;1;1;0;180345,44;No
796;Ball;761;Germany;Male;36;8;108239,11;2;0;0;99444,02;No
797;Virgo;702;France;Female;46;9;98444,19;1;0;1;109563,28;No
798;Trevisani;488;Germany;Male;32;3;114540,38;1;1;0;92568,07;No
799;Padovano;683;France;Female;35;6;187530,66;2;1;1;37976,36;No
800;Tao;601;Germany;Female;42;9;133636,16;1;0;1;103315,74;No
801;Perez;605;France;Male;52;7;0;2;1;1;173952,5;No
802;Fraser;671;Germany;Female;44;0;84745,03;2;0;1;34673,98;No
803;Alley;614;Germany;Female;31;7;120599,38;2;1;1;46163,44;No
804;Howells;511;Spain;Female;29;9;0;2;0;1;140676,98;No
805;Cameron;850;France;Male;39;4;127771,35;2;0;1;151738,54;No
806;Hooper;790;Spain;Female;46;9;0;1;0;0;14679,81;Yes
807;Rice;793;France;Female;33;0;0;1;0;0;175544,02;No
808;Cox;628;France;Male;69;5;0;2;1;1;181964,6;No
809;Martin;598;Germany;Male;53;10;167772,96;1;1;1;136886,86;No
810;Ikenna;657;France;Female;37;6;95845,6;1;1;0;122218,23;No
811;Davide;618;France;Female;35;10;0;2;1;0;180439,75;No
812;Alexander;681;Spain;Male;65;7;134714,7;2;0;1;190419,81;No
813;Piazza;516;Spain;Female;33;3;0;2;1;1;58685,59;No
814;Ni;421;Germany;Male;28;8;122384,22;3;1;1;89017,38;Yes
815;Black;700;France;Female;26;2;0;2;0;0;50051,42;No
816;Harker;745;France;Male;25;5;157993,15;2;1;0;146041,45;No
817;Hughes;696;France;Male;29;8;0;2;1;0;191166,09;No
818;Chiabuotu;580;Germany;Female;42;2;123331,36;1;0;0;103516,08;Yes
819;Kuo;497;Spain;Male;27;9;75263,16;1;1;1;164825,04;No
820;Gallagher;720;France;Female;43;6;137824,03;2;1;0;172557,77;No
821;Calabresi;659;Germany;Male;36;4;132578,92;2;1;0;84320,94;No
822;Shaw;841;France;Female;36;5;156021,31;1;0;0;122662,98;No
823;Zhirov;642;Spain;Male;34;8;0;1;1;0;72085,1;No
824;Lloyd;732;Spain;Female;69;9;137453,43;1;0;1;110932,24;Yes
825;Palmer;600;Spain;Male;36;4;0;2;1;0;143635,36;No
826;Ch'eng;464;Germany;Male;33;8;164284,72;2;1;1;3710,34;No
827;Avent;680;France;Female;47;5;0;2;1;1;179843,33;No
828;Huang;758;Spain;Male;56;1;0;2;1;1;10643,38;No
829;Shaw;630;Germany;Female;31;2;112373,49;2;1;1;131167,98;No
830;Yuan;577;France;Female;39;10;0;2;1;0;10553,31;No
831;Hawkins;684;France;Female;34;6;0;2;1;1;130928,22;No
832;Trentini;708;Spain;Female;41;5;0;1;0;1;157003,99;No
833;Cameron;732;Germany;Female;29;1;154333,82;1;1;1;138527,56;No
834;Koehler;634;Germany;Male;37;3;111432,77;2;1;1;167032,49;No
835;Wu;633;France;Female;30;6;0;2;0;0;41642,29;No
836;Manna;559;France;Male;34;2;137390,11;2;1;0;9677;No
837;Okoli;694;Spain;Female;37;3;0;2;1;1;147012,22;No
838;Ch'eng;686;Germany;Female;56;5;111642,08;1;1;1;80553,87;No
839;Nwokezuike;553;Spain;Female;48;3;0;1;0;1;30730,95;Yes
840;Artemiev;507;France;Male;36;4;83543,37;1;0;0;140134,43;No
841;Esposito;732;Germany;Male;50;6;145338,76;1;0;0;91936,1;Yes
842;Abbie;818;France;Female;31;1;186796,37;1;0;0;178252,63;No
843;Fanucci;660;Germany;Male;35;8;58641,43;1;0;1;198674,08;No
844;Jen;773;Spain;Female;41;5;0;1;1;0;28266,9;Yes
845;Moss;640;France;Male;44;3;137148,68;1;1;0;92381,01;No
846;Lo;505;France;Male;49;7;80001,23;1;0;0;135180,11;No
847;Averyanov;714;Germany;Male;21;6;86402,52;2;0;0;27330,59;No
848;Unaipon;468;France;Female;42;5;0;2;1;0;125305,34;No
849;Clamp;611;Spain;Male;51;1;122874,74;1;1;1;149648,45;No
850;Lim;705;France;Male;25;0;97544,29;1;0;1;59887,15;No
851;Wu;646;Germany;Male;46;1;170826,55;2;1;0;45041,32;No
852;Wan;667;Germany;Female;48;1;97133,92;2;0;0;113316,77;Yes
853;Chambers;511;Germany;Female;41;8;153895,65;1;1;1;39087,42;No
854;Pettit;653;France;Female;43;6;0;2;1;1;7330,59;No
855;Baresi;675;France;Female;57;8;0;2;0;1;95463,29;No
856;Newbery;523;Spain;Male;32;4;0;2;1;0;167848,02;No
857;Iheanacho;567;Germany;Female;49;5;134956,02;1;1;0;93953,84;Yes
858;Duncan;741;Spain;Male;39;7;143637,58;2;0;1;174227,66;No
859;Barry;456;Spain;Male;32;9;147506,25;1;1;1;135399,21;No
860;Landry;598;France;Male;64;1;0;2;1;0;195635,3;Yes
861;McGregor;667;France;Male;43;8;190227,46;1;1;0;97508,04;Yes
862;Nucci;548;France;Female;32;2;172448,77;1;1;0;188083,77;Yes
863;Pirogov;725;France;Male;41;7;113980,21;1;1;1;116704,25;No
864;Oguejiofor;717;France;Male;53;6;0;2;0;1;97614,87;No
865;Ugochukwu;594;France;Male;38;4;0;2;0;0;186884,04;No
866;Rohu;678;Germany;Female;25;10;76968,12;2;0;1;131501,72;No
867;Cary;545;France;Male;38;1;88293,13;2;1;1;24302,95;No
868;O'Loghlen;636;France;Female;48;1;170833,46;1;1;0;110510,28;Yes
869;Quinn;603;Germany;Male;44;6;108122,39;2;1;0;108488,33;Yes
870;Page;435;France;Male;36;4;0;1;1;1;197015,2;No
871;Evans;535;France;Female;40;8;0;1;1;1;27689,77;No
872;McGregor;629;Germany;Female;45;7;129818,39;3;1;0;9217,55;Yes
873;Andrews;722;France;Female;35;2;163943,89;2;1;1;15068,18;No
874;Stanley;561;France;Male;28;7;0;2;1;0;7797,01;No
875;Chiazagomekpere;645;France;Female;38;5;101430,3;2;0;1;4400,32;No
876;Chidiebele;501;France;Female;39;9;117301,66;1;0;0;182025,95;No
877;Gregory;502;Germany;Female;32;1;173340,83;1;0;1;122763,95;No
878;Bednall;652;Spain;Female;42;4;0;2;1;1;38152,01;No
879;Jen;574;France;Female;33;3;134348,57;1;1;0;63163,99;No
880;She;518;France;Female;45;9;105525,65;2;1;1;73418,29;No
881;Simmons;749;France;Female;60;6;0;1;1;0;17978,68;Yes
882;Fraser;679;France;Female;43;4;0;3;1;0;115136,51;Yes
883;May;565;France;Male;36;6;106192,1;1;1;0;149575,59;No
884;Seabrook;643;France;Female;45;4;45144,43;1;1;0;60917,24;Yes
885;Herrera;515;France;Male;65;7;92113,61;1;1;1;142548,33;No
886;Kincaid;521;France;Male;25;7;0;2;1;1;157878,67;No
887;Sleeman;739;Spain;Male;38;0;128366,44;1;1;0;12796,43;No
888;Hung;585;France;Male;42;2;0;2;1;1;18657,77;No
889;Artemieva;733;Germany;Male;74;3;106545,53;1;1;1;134589,58;No
890;Barwell;542;France;Female;43;8;145618,37;1;0;1;10350,74;No
891;Wright;788;Spain;Male;37;8;141541,25;1;0;0;66013,27;No
892;Bellucci;435;Germany;Male;32;2;57017,06;2;1;1;5907,11;No
893;Moore;577;France;Male;42;9;0;1;1;0;74077,91;No
894;Ball;703;France;Female;51;3;0;3;1;1;77294,56;Yes
895;Sung;728;Germany;Female;35;8;125884,95;2;1;0;54359,02;Yes
896;Mello;728;Germany;Male;32;5;61825,5;1;1;1;156124,93;No
897;Mistry;718;France;Male;35;8;0;2;1;0;94820,85;No
898;T'ien;621;France;Female;40;6;0;1;1;0;155155,25;No
899;Fallaci;523;France;Female;40;2;102967,41;1;1;0;128702,1;Yes
900;Hill;657;Germany;Male;25;2;171770,55;1;1;0;22745,5;No
901;Burns;727;Germany;Male;40;1;93051,64;2;1;0;71865,31;Yes
902;Hunter;643;France;Male;36;7;161064,64;2;0;1;84294,82;No
903;Li;645;France;Female;48;7;90612,34;1;1;1;149139,13;No
904;Ku;568;France;Male;28;5;145105,64;2;1;0;185489,11;No
905;Ch'en;599;France;Male;58;4;0;1;0;0;176407,15;Yes
906;Chukwukadibia;672;France;Female;45;9;0;1;1;1;92027,69;Yes
907;Zikoranachidimma;685;France;Male;33;6;174912,72;1;1;1;43932,54;No
908;Oluchukwu;516;France;Female;46;1;104947,72;1;1;0;115789,25;Yes
909;Rivera;685;Spain;Male;31;10;135213,71;1;1;1;125777,28;No
910;Niu;806;Spain;Male;25;7;0;2;1;0;18461,9;No
911;Bennett;604;France;Male;36;6;116229,85;2;1;1;79633,38;No
912;Wollstonecraft;648;Spain;Female;53;6;111201,41;1;1;1;121542,29;No
913;Thomsen;545;Spain;Female;32;4;0;1;1;0;94739,2;No
914;Palermo;756;Germany;Male;27;1;131899;1;1;0;93302,29;No
915;Chinwendu;569;France;Male;35;10;124525,52;1;1;1;193793,78;No
916;McKenzie;596;France;Male;47;6;0;1;1;0;74835,65;No
917;James;475;France;Male;39;6;0;1;1;1;56999,9;Yes
918;Lamb;646;France;Female;45;3;47134,75;1;1;1;57236,44;No
919;Olejuru;784;Spain;Male;35;3;0;2;0;0;81483,64;No
920;Hay;552;Spain;Male;45;9;0;2;1;0;26752,56;No
921;Lu;729;France;Male;44;5;0;2;0;1;9200,54;No
922;Chiawuotu;609;Spain;Male;61;1;0;1;1;0;22447,85;Yes
923;Yeates;555;France;Male;51;5;0;3;1;0;189122,89;Yes
924;Gallagher;572;Germany;Female;19;1;138657,08;1;1;1;16161,82;No
925;Heath;785;France;Female;34;9;70302,48;1;1;1;68600,36;No
926;Ts'ai;714;Germany;Female;36;1;101609,01;2;1;1;447,73;No
927;Thurgood;738;Spain;Male;35;3;0;1;1;1;15650,73;No
928;Pai;639;Germany;Male;38;5;130170,82;1;1;1;149599,62;No
929;Lorenzo;520;Germany;Male;61;8;133802,29;2;1;1;90304,01;No
930;Knupp;764;France;Female;24;7;106234,02;1;0;0;115676,38;No
931;Baryshnikov;661;Spain;Male;39;6;132628,98;1;0;0;38812,67;No
932;Azubuike;564;Germany;Male;41;9;103522,75;2;1;1;34338,21;No
933;Shephard;708;Germany;Female;42;8;192390,52;2;1;0;823,36;No
934;Scott;512;Spain;Male;36;1;0;1;0;1;135482,26;Yes
935;Williamson;592;Spain;Male;37;9;0;3;1;1;10656,89;No
936;Avdeeva;619;France;Female;38;3;0;2;0;1;116467,35;No
937;Tang;775;France;Male;52;8;109922,61;1;1;1;96823,32;Yes
938;Hsu;850;Germany;Female;44;5;128605,32;1;0;1;171096,2;No
939;Buchanan;577;France;Female;37;4;0;1;1;1;79881,39;No
940;Yeh;724;France;Female;37;10;68598,56;1;1;0;157862,82;No
941;Palazzi;710;Spain;Male;35;1;106518,52;1;1;1;127951,81;No
942;Y?an;696;France;Female;31;8;0;2;0;0;191074,11;No
943;Lin;376;France;Female;46;6;0;1;1;0;157333,69;Yes
944;Schofield;675;Germany;Female;29;8;121326,42;1;1;0;133457,52;No
945;Lombardi;745;France;Male;36;8;67226,37;1;1;0;130789,6;No
946;Wall;697;Spain;Female;25;5;82931,85;2;1;1;128373,88;No
947;Milani;599;Spain;Female;39;4;0;1;1;0;194273,2;Yes
948;Ejimofor;715;France;Female;38;5;118590,41;1;1;1;5684,17;Yes
949;Blackburn;659;France;Male;67;4;145981,87;1;1;1;131043,2;No
950;Wickham;684;France;Female;48;3;73309,38;1;0;0;21228,34;Yes
951;Bird;635;France;Female;48;8;130796,33;2;1;1;43250,3;No
952;Ch'en;789;Germany;Male;33;8;151607,56;1;1;0;4389,4;No
953;Wood;571;Germany;Female;66;9;111577,01;1;0;1;189271,9;No
954;Brizendine;694;Spain;Male;39;0;107042,74;1;1;1;102284,2;No
955;Ch'in;665;Spain;Female;42;2;156371,61;2;0;1;156774,94;Yes
956;Yusupov;706;France;Female;44;4;129605,99;1;0;0;69865,49;No
957;Jibunoh;807;Spain;Female;43;0;0;2;0;1;85523,24;No
958;Ts'ui;771;Spain;Female;67;8;0;2;1;1;51219,8;No
959;Ndukaku;531;Spain;Male;27;8;132576,25;1;0;0;7222,92;No
960;Wilder;629;France;Female;37;6;129101,3;1;1;1;23971,33;No
961;Maclean;850;Germany;Female;31;1;108822,4;1;1;1;132173,31;No
962;Ch'iu;685;Spain;Male;35;4;137948,51;1;1;0;113639,64;No
963;Cox;642;Spain;Male;32;7;100433,8;1;1;1;39768,59;No
964;Nepean;529;Spain;Male;63;4;96134,11;3;1;0;108732,96;Yes
965;McNess;683;Germany;Female;43;4;115888,04;1;1;1;117349,19;Yes
966;Coles;663;France;Female;42;5;124626,07;1;1;1;78004,5;No
967;Benson;563;France;Female;34;6;139810,34;1;1;1;152417,79;No
968;Gilbert;637;Spain;Female;34;9;0;2;0;0;26057,08;No
969;Wilhelm;544;France;Male;37;3;84496,71;1;0;0;79972,09;No
970;Sinclair;649;Germany;Male;70;9;116854,71;2;0;1;107125,79;No
971;L?;638;France;Female;48;10;138333,03;1;1;1;47679,14;No
972;Buckner;723;France;Male;25;3;0;2;1;1;134509,47;No
973;Padovesi;635;Germany;Male;43;5;78992,75;2;0;0;153265,31;No
974;Gray;750;Spain;Female;38;7;97257,41;2;0;1;179883,04;No
975;Lu;730;France;Male;34;5;122453,37;2;1;0;138882,98;No
976;Wright;750;Spain;Female;36;8;112940,07;1;0;1;9855,81;No
977;Palerma;586;France;Female;43;8;132558,26;1;1;0;67046,83;Yes
978;Y?an;520;France;Female;38;4;0;2;1;0;56388,63;No
979;Wei;652;France;Female;48;8;133297,24;1;1;0;77764,37;No
980;Padovesi;550;France;Female;46;7;0;2;1;0;130590,35;No
981;Tsao;594;France;Male;27;0;197041,8;1;0;0;151912,49;No
982;Franklin;749;Germany;Female;44;0;71497,79;2;0;0;151083,8;No
983;Clark;668;France;Male;32;7;0;2;1;1;777,37;No
984;McGregor;614;Germany;Female;35;6;128100,28;1;0;0;69454,24;Yes
985;Pan;773;France;Male;25;1;124532,78;2;0;1;11723,57;No
986;Kenniff;551;Germany;Male;31;9;82293,82;2;1;1;91565,25;No
987;Spencer;566;France;Male;36;1;142120,91;1;1;0;79616,37;No
988;Lees;569;Spain;Male;34;0;151839,26;1;1;0;102299,81;Yes
989;David;659;Spain;Male;31;7;149620,88;2;1;1;104533,51;No
990;Hsing;722;France;Female;49;3;168197,66;1;1;0;140765,57;Yes
991;Burke;655;France;Male;37;5;93147;2;1;0;66214,13;No
992;Watson;615;France;Female;35;2;97440,02;2;1;1;139816,1;No
993;Hawkins;752;Germany;Female;42;3;65046,08;2;0;1;140139,28;No
994;Ginn;661;Spain;Female;28;7;95357,49;1;0;0;102297,15;No
995;Sozonov;838;Spain;Male;43;9;123105,88;2;1;0;145765,83;No
996;Sun;610;Spain;Male;29;9;0;3;0;1;83912,24;No
997;Hunter;811;Spain;Male;44;3;0;2;0;1;78439,73;No
998;Manfrin;587;Spain;Male;62;7;121286,27;1;0;1;6776,92;No
999;Artamonova;811;Germany;Female;28;4;167738,82;2;1;1;9903,42;No
1000;Hansen;759;France;Female;38;1;104091,29;1;0;0;91561,91;No
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
